"cardid","readerid","expirationdate","daysleft"
1497,1497,"2025-12-20",362
8013,8013,"2025-12-20",362
31538,31538,"2025-12-20",362
28246,28246,"2025-12-20",362
9144,9144,"2025-12-20",362
22258,22258,"2025-12-21",363
22122,22122,"2025-12-21",363
18705,18705,"2025-12-21",363
24768,24768,"2025-12-21",363
32068,32068,"2025-12-21",363
32578,32578,"2025-12-21",363
31834,31834,"2025-12-21",363
15187,15187,"2025-12-21",363
23900,23900,"2025-12-22",364
10703,10703,"2025-12-22",364
16579,16579,"2025-12-23",365
7817,7817,"2025-12-23",365
30322,30322,"2025-12-23",365
30790,30790,"2025-12-23",365
18952,18952,"2025-12-23",365
2507,2507,"2025-12-23",365
19799,19799,"2025-12-23",365
5921,5921,"2025-12-24",366
3271,3271,"2025-12-24",366
1220,1220,"2025-12-24",366
2264,2264,"2025-12-24",366
13297,13297,"2025-12-25",367
5123,5123,"2025-12-25",367
19032,19032,"2025-12-25",367
26203,26203,"2025-12-26",368
30111,30111,"2025-12-26",368
29625,29625,"2025-12-26",368
6173,6173,"2025-12-26",368
12893,12893,"2025-12-26",368
3717,3717,"2025-12-26",368
32673,32673,"2025-12-26",368
19050,19050,"2025-12-27",369
29724,29724,"2025-12-27",369
31654,31654,"2025-12-27",369
7564,7564,"2025-12-27",369
469,469,"2025-12-27",369
16752,16752,"2025-12-28",370
28245,28245,"2025-12-28",370
8966,8966,"2025-12-28",370
21521,21521,"2025-12-28",370
6162,6162,"2025-12-28",370
23202,23202,"2025-12-29",371
16994,16994,"2025-12-29",371
33114,33114,"2025-12-29",371
26715,26715,"2025-12-29",371
24780,24780,"2025-12-30",372
24810,24810,"2025-12-30",372
18020,18020,"2025-12-30",372
28073,28073,"2025-12-30",372
31647,31647,"2025-12-30",372
13530,13530,"2025-12-31",373
20158,20158,"2025-12-31",373
31769,31769,"2026-01-01",374
32113,32113,"2026-01-02",375
27396,27396,"2026-01-02",375
26954,26954,"2026-01-02",375
6920,6920,"2026-01-03",376
6458,6458,"2026-01-03",376
7440,7440,"2026-01-03",376
30163,30163,"2026-01-03",376
29387,29387,"2026-01-04",377
11404,11404,"2026-01-04",377
25115,25115,"2026-01-04",377
6348,6348,"2026-01-04",377
19245,19245,"2026-01-04",377
1903,1903,"2026-01-05",378
15805,15805,"2026-01-05",378
3098,3098,"2026-01-05",378
25684,25684,"2026-01-05",378
10428,10428,"2026-01-05",378
12615,12615,"2026-01-06",379
26676,26676,"2026-01-06",379
29473,29473,"2026-01-06",379
27599,27599,"2026-01-06",379
12500,12500,"2026-01-07",380
16851,16851,"2026-01-07",380
18446,18446,"2026-01-07",380
23051,23051,"2026-01-08",381
32202,32202,"2026-01-08",381
3671,3671,"2026-01-08",381
19954,19954,"2026-01-09",382
2444,2444,"2026-01-09",382
21671,21671,"2026-01-09",382
15407,15407,"2026-01-09",382
6683,6683,"2026-01-09",382
30202,30202,"2026-01-09",382
22287,22287,"2026-01-10",383
22563,22563,"2026-01-10",383
20807,20807,"2026-01-10",383
10469,10469,"2026-01-10",383
4145,4145,"2026-01-10",383
27005,27005,"2026-01-10",383
21241,21241,"2026-01-11",384
21186,21186,"2026-01-11",384
15528,15528,"2026-01-11",384
19093,19093,"2026-01-12",385
19411,19411,"2026-01-12",385
24004,24004,"2026-01-13",386
29315,29315,"2026-01-13",386
32284,32284,"2026-01-13",386
15441,15441,"2026-01-13",386
19591,19591,"2026-01-13",386
28637,28637,"2026-01-13",386
15270,15270,"2026-01-13",386
117,117,"2026-01-14",387
9528,9528,"2026-01-14",387
15541,15541,"2026-01-14",387
10091,10091,"2026-01-14",387
22472,22472,"2026-01-14",387
2657,2657,"2026-01-14",387
31967,31967,"2026-01-15",388
28790,28790,"2026-01-15",388
23157,23157,"2026-01-16",389
21910,21910,"2026-01-16",389
32219,32219,"2026-01-16",389
14350,14350,"2026-01-16",389
3705,3705,"2026-01-16",389
1073,1073,"2026-01-17",390
18417,18417,"2026-01-17",390
32623,32623,"2026-01-17",390
21304,21304,"2026-01-18",391
1971,1971,"2026-01-18",391
22003,22003,"2026-01-18",391
9761,9761,"2026-01-18",391
6843,6843,"2026-01-19",392
18649,18649,"2026-01-19",392
3930,3930,"2026-01-19",392
30081,30081,"2026-01-19",392
16549,16549,"2026-01-19",392
203,203,"2026-01-20",393
10193,10193,"2026-01-20",393
18742,18742,"2026-01-21",394
32575,32575,"2026-01-21",394
9579,9579,"2026-01-22",395
25818,25818,"2026-01-22",395
6562,6562,"2026-01-22",395
18517,18517,"2026-01-22",395
19769,19769,"2026-01-22",395
10859,10859,"2026-01-23",396
8892,8892,"2026-01-23",396
13764,13764,"2026-01-23",396
20263,20263,"2026-01-24",397
17002,17002,"2026-01-24",397
16948,16948,"2026-01-24",397
1444,1444,"2026-01-24",397
13538,13538,"2026-01-24",397
3824,3824,"2026-01-24",397
3688,3688,"2026-01-25",398
25644,25644,"2026-01-25",398
12027,12027,"2026-01-25",398
8365,8365,"2026-01-25",398
31227,31227,"2026-01-25",398
26609,26609,"2026-01-25",398
8751,8751,"2026-01-25",398
1576,1576,"2026-01-27",400
11312,11312,"2026-01-27",400
7917,7917,"2026-01-27",400
14066,14066,"2026-01-27",400
17086,17086,"2026-01-27",400
8783,8783,"2026-01-28",401
12722,12722,"2026-01-28",401
7082,7082,"2026-01-28",401
11551,11551,"2026-01-28",401
15484,15484,"2026-01-28",401
27348,27348,"2026-01-28",401
22400,22400,"2026-01-28",401
24055,24055,"2026-01-28",401
29903,29903,"2026-01-29",402
28700,28700,"2026-01-29",402
8168,8168,"2026-01-29",402
9460,9460,"2026-01-29",402
21484,21484,"2026-01-30",403
13520,13520,"2026-01-30",403
11177,11177,"2026-01-31",404
9424,9424,"2026-01-31",404
7447,7447,"2026-01-31",404
11152,11152,"2026-01-31",404
21276,21276,"2026-01-31",404
14455,14455,"2026-01-31",404
15926,15926,"2026-02-01",405
6399,6399,"2026-02-01",405
27920,27920,"2026-02-01",405
5092,5092,"2026-02-01",405
18029,18029,"2026-02-01",405
11257,11257,"2026-02-01",405
12249,12249,"2026-02-01",405
17750,17750,"2026-02-01",405
7493,7493,"2026-02-02",406
30990,30990,"2026-02-02",406
3375,3375,"2026-02-02",406
1216,1216,"2026-02-02",406
5492,5492,"2026-02-02",406
28712,28712,"2026-02-02",406
29792,29792,"2026-02-02",406
30078,30078,"2026-02-03",407
3034,3034,"2026-02-03",407
25864,25864,"2026-02-03",407
27828,27828,"2026-02-03",407
710,710,"2026-02-03",407
30894,30894,"2026-02-03",407
9995,9995,"2026-02-03",407
6047,6047,"2026-02-03",407
14408,14408,"2026-02-03",407
163,163,"2026-02-04",408
31399,31399,"2026-02-04",408
22468,22468,"2026-02-04",408
4243,4243,"2026-02-04",408
5538,5538,"2026-02-05",409
3916,3916,"2026-02-05",409
25646,25646,"2026-02-05",409
1144,1144,"2026-02-05",409
18421,18421,"2026-02-06",410
15361,15361,"2026-02-06",410
30538,30538,"2026-02-06",410
6134,6134,"2026-02-07",411
30077,30077,"2026-02-07",411
2226,2226,"2026-02-07",411
4324,4324,"2026-02-08",412
628,628,"2026-02-08",412
6028,6028,"2026-02-08",412
5229,5229,"2026-02-09",413
32311,32311,"2026-02-09",413
31289,31289,"2026-02-09",413
4028,4028,"2026-02-10",414
21636,21636,"2026-02-10",414
29828,29828,"2026-02-10",414
27574,27574,"2026-02-10",414
34,34,"2026-02-10",414
4519,4519,"2026-02-10",414
834,834,"2026-02-11",415
5673,5673,"2026-02-11",415
24968,24968,"2026-02-11",415
28457,28457,"2026-02-11",415
22283,22283,"2026-02-11",415
7488,7488,"2026-02-11",415
14682,14682,"2026-02-11",415
10647,10647,"2026-02-12",416
18422,18422,"2026-02-12",416
20361,20361,"2026-02-12",416
28999,28999,"2026-02-12",416
4005,4005,"2026-02-13",417
17978,17978,"2026-02-13",417
3453,3453,"2026-02-13",417
10226,10226,"2026-02-13",417
31382,31382,"2026-02-13",417
2393,2393,"2026-02-13",417
4743,4743,"2026-02-13",417
12233,12233,"2026-02-13",417
23075,23075,"2026-02-13",417
7657,7657,"2026-02-14",418
7689,7689,"2026-02-14",418
11895,11895,"2026-02-14",418
30411,30411,"2026-02-14",418
3162,3162,"2026-02-14",418
29521,29521,"2026-02-14",418
10933,10933,"2026-02-14",418
9507,9507,"2026-02-15",419
23924,23924,"2026-02-15",419
33146,33146,"2026-02-15",419
19711,19711,"2026-02-15",419
2032,2032,"2026-02-15",419
23975,23975,"2026-02-15",419
27856,27856,"2026-02-15",419
16796,16796,"2026-02-15",419
15846,15846,"2026-02-16",420
3562,3562,"2026-02-16",420
21538,21538,"2026-02-16",420
499,499,"2026-02-16",420
1839,1839,"2026-02-16",420
3328,3328,"2026-02-16",420
7051,7051,"2026-02-16",420
12483,12483,"2026-02-17",421
6283,6283,"2026-02-17",421
8017,8017,"2026-02-17",421
4045,4045,"2026-02-17",421
22686,22686,"2026-02-17",421
8906,8906,"2026-02-17",421
2791,2791,"2026-02-17",421
23018,23018,"2026-02-17",421
26346,26346,"2026-02-18",422
19202,19202,"2026-02-18",422
12464,12464,"2026-02-18",422
3923,3923,"2026-02-18",422
9512,9512,"2026-02-19",423
25486,25486,"2026-02-19",423
29036,29036,"2026-02-19",423
11642,11642,"2026-02-19",423
25652,25652,"2026-02-19",423
30972,30972,"2026-02-19",423
2897,2897,"2026-02-20",424
28860,28860,"2026-02-20",424
29022,29022,"2026-02-20",424
17767,17767,"2026-02-21",425
10465,10465,"2026-02-21",425
15940,15940,"2026-02-21",425
11365,11365,"2026-02-21",425
13180,13180,"2026-02-21",425
7135,7135,"2026-02-21",425
31664,31664,"2026-02-22",426
8389,8389,"2026-02-22",426
22535,22535,"2026-02-22",426
29624,29624,"2026-02-22",426
10093,10093,"2026-02-22",426
4354,4354,"2026-02-22",426
5737,5737,"2026-02-23",427
17931,17931,"2026-02-23",427
31549,31549,"2026-02-23",427
18449,18449,"2026-02-23",427
161,161,"2026-02-23",427
32550,32550,"2026-02-24",428
27001,27001,"2026-02-24",428
14604,14604,"2026-02-24",428
12868,12868,"2026-02-25",429
1454,1454,"2026-02-25",429
29915,29915,"2026-02-25",429
3972,3972,"2026-02-25",429
3588,3588,"2026-02-25",429
5303,5303,"2026-02-26",430
22412,22412,"2026-02-26",430
27767,27767,"2026-02-26",430
21436,21436,"2026-02-26",430
3896,3896,"2026-02-26",430
19486,19486,"2026-02-27",431
31362,31362,"2026-02-27",431
24134,24134,"2026-02-27",431
29093,29093,"2026-02-27",431
13771,13771,"2026-02-28",432
24964,24964,"2026-02-28",432
17581,17581,"2026-02-28",432
23242,23242,"2026-02-28",432
9731,9731,"2026-02-28",432
14392,14392,"2026-02-28",432
33156,33156,"2026-02-28",432
7392,7392,"2026-03-01",433
18325,18325,"2026-03-01",433
1987,1987,"2026-03-01",433
4678,4678,"2026-03-01",433
30850,30850,"2026-03-01",433
29414,29414,"2026-03-02",434
5889,5889,"2026-03-02",434
3947,3947,"2026-03-02",434
20324,20324,"2026-03-02",434
3619,3619,"2026-03-02",434
17852,17852,"2026-03-03",435
6288,6288,"2026-03-03",435
11009,11009,"2026-03-03",435
21014,21014,"2026-03-03",435
11188,11188,"2026-03-03",435
12663,12663,"2026-03-03",435
11945,11945,"2026-03-04",436
14329,14329,"2026-03-04",436
1821,1821,"2026-03-04",436
2073,2073,"2026-03-04",436
21503,21503,"2026-03-04",436
11345,11345,"2026-03-05",437
12759,12759,"2026-03-05",437
14345,14345,"2026-03-05",437
23072,23072,"2026-03-05",437
32073,32073,"2026-03-05",437
13517,13517,"2026-03-05",437
23916,23916,"2026-03-06",438
32369,32369,"2026-03-06",438
5787,5787,"2026-03-07",439
33005,33005,"2026-03-07",439
26802,26802,"2026-03-08",440
8600,8600,"2026-03-08",440
7995,7995,"2026-03-09",441
12523,12523,"2026-03-09",441
3391,3391,"2026-03-09",441
41,41,"2026-03-09",441
23607,23607,"2026-03-09",441
17041,17041,"2026-03-09",441
17000,17000,"2026-03-09",441
7435,7435,"2026-03-09",441
22326,22326,"2026-03-09",441
1051,1051,"2026-03-10",442
33204,33204,"2026-03-10",442
12476,12476,"2026-03-10",442
608,608,"2026-03-11",443
21478,21478,"2026-03-11",443
21825,21825,"2026-03-11",443
13266,13266,"2026-03-11",443
9652,9652,"2026-03-12",444
19474,19474,"2026-03-12",444
3082,3082,"2026-03-12",444
5119,5119,"2026-03-13",445
31498,31498,"2026-03-13",445
22163,22163,"2026-03-13",445
4891,4891,"2026-03-14",446
23518,23518,"2026-03-14",446
10643,10643,"2026-03-14",446
24532,24532,"2026-03-14",446
11953,11953,"2026-03-15",447
5683,5683,"2026-03-15",447
4460,4460,"2026-03-15",447
30159,30159,"2026-03-16",448
15742,15742,"2026-03-16",448
5361,5361,"2026-03-16",448
26082,26082,"2026-03-16",448
29306,29306,"2026-03-16",448
6208,6208,"2026-03-16",448
4137,4137,"2026-03-17",449
323,323,"2026-03-17",449
9555,9555,"2026-03-17",449
27488,27488,"2026-03-17",449
28075,28075,"2026-03-17",449
2490,2490,"2026-03-18",450
14765,14765,"2026-03-18",450
8183,8183,"2026-03-18",450
31265,31265,"2026-03-18",450
1851,1851,"2026-03-18",450
27708,27708,"2026-03-19",451
9609,9609,"2026-03-19",451
29424,29424,"2026-03-19",451
15632,15632,"2026-03-19",451
10006,10006,"2026-03-19",451
6454,6454,"2026-03-19",451
26630,26630,"2026-03-20",452
12524,12524,"2026-03-20",452
17114,17114,"2026-03-20",452
33305,33305,"2026-03-20",452
24854,24854,"2026-03-20",452
4032,4032,"2026-03-21",453
2610,2610,"2026-03-21",453
16973,16973,"2026-03-21",453
6335,6335,"2026-03-21",453
22284,22284,"2026-03-21",453
30217,30217,"2026-03-22",454
24406,24406,"2026-03-22",454
15150,15150,"2026-03-22",454
7078,7078,"2026-03-22",454
29190,29190,"2026-03-23",455
22081,22081,"2026-03-23",455
24359,24359,"2026-03-23",455
1079,1079,"2026-03-23",455
6103,6103,"2026-03-23",455
16838,16838,"2026-03-24",456
12278,12278,"2026-03-24",456
31860,31860,"2026-03-24",456
21835,21835,"2026-03-25",457
20168,20168,"2026-03-25",457
32796,32796,"2026-03-26",458
3325,3325,"2026-03-26",458
21055,21055,"2026-03-26",458
15770,15770,"2026-03-26",458
26183,26183,"2026-03-27",459
4915,4915,"2026-03-27",459
18747,18747,"2026-03-27",459
12232,12232,"2026-03-27",459
903,903,"2026-03-28",460
29580,29580,"2026-03-28",460
6056,6056,"2026-03-28",460
12227,12227,"2026-03-28",460
32384,32384,"2026-03-29",461
26786,26786,"2026-03-29",461
20285,20285,"2026-03-30",462
30100,30100,"2026-03-30",462
32944,32944,"2026-03-30",462
12762,12762,"2026-03-30",462
25678,25678,"2026-03-30",462
6378,6378,"2026-03-30",462
9798,9798,"2026-03-31",463
10502,10502,"2026-03-31",463
12656,12656,"2026-03-31",463
8622,8622,"2026-03-31",463
21071,21071,"2026-04-01",464
3641,3641,"2026-04-01",464
19225,19225,"2026-04-01",464
2141,2141,"2026-04-01",464
16377,16377,"2026-04-01",464
17341,17341,"2026-04-02",465
8320,8320,"2026-04-02",465
21505,21505,"2026-04-02",465
24118,24118,"2026-04-02",465
26165,26165,"2026-04-02",465
24231,24231,"2026-04-03",466
24188,24188,"2026-04-03",466
28846,28846,"2026-04-03",466
17977,17977,"2026-04-04",467
5771,5771,"2026-04-04",467
22216,22216,"2026-04-05",468
25438,25438,"2026-04-05",468
7390,7390,"2026-04-06",469
10943,10943,"2026-04-06",469
27192,27192,"2026-04-07",470
28653,28653,"2026-04-07",470
26383,26383,"2026-04-07",470
11951,11951,"2026-04-07",470
12290,12290,"2026-04-08",471
24550,24550,"2026-04-08",471
4972,4972,"2026-04-08",471
10968,10968,"2026-04-08",471
30132,30132,"2026-04-09",472
11931,11931,"2026-04-09",472
28395,28395,"2026-04-10",473
9042,9042,"2026-04-10",473
2182,2182,"2026-04-10",473
23272,23272,"2026-04-11",474
14324,14324,"2026-04-11",474
32542,32542,"2026-04-12",475
26608,26608,"2026-04-12",475
4066,4066,"2026-04-12",475
32836,32836,"2026-04-12",475
16086,16086,"2026-04-13",476
22799,22799,"2026-04-13",476
6312,6312,"2026-04-13",476
24189,24189,"2026-04-13",476
5913,5913,"2026-04-13",476
2529,2529,"2026-04-14",477
15048,15048,"2026-04-14",477
20571,20571,"2026-04-14",477
9285,9285,"2026-04-15",478
30079,30079,"2026-04-15",478
33268,33268,"2026-04-15",478
422,422,"2026-04-15",478
29001,29001,"2026-04-15",478
14172,14172,"2026-04-15",478
17483,17483,"2026-04-15",478
26544,26544,"2026-04-17",480
3635,3635,"2026-04-17",480
4810,4810,"2026-04-17",480
24010,24010,"2026-04-17",480
32305,32305,"2026-04-18",481
32613,32613,"2026-04-18",481
31222,31222,"2026-04-18",481
9906,9906,"2026-04-19",482
16360,16360,"2026-04-19",482
3520,3520,"2026-04-19",482
29140,29140,"2026-04-19",482
9436,9436,"2026-04-20",483
3794,3794,"2026-04-20",483
29150,29150,"2026-04-20",483
19003,19003,"2026-04-21",484
5560,5560,"2026-04-21",484
32925,32925,"2026-04-22",485
29762,29762,"2026-04-22",485
27819,27819,"2026-04-22",485
16354,16354,"2026-04-22",485
7926,7926,"2026-04-23",486
28892,28892,"2026-04-23",486
28831,28831,"2026-04-23",486
29003,29003,"2026-04-23",486
18888,18888,"2026-04-23",486
26209,26209,"2026-04-23",486
27762,27762,"2026-04-24",487
8974,8974,"2026-04-24",487
11000,11000,"2026-04-25",488
15523,15523,"2026-04-25",488
11709,11709,"2026-04-25",488
17414,17414,"2026-04-25",488
8076,8076,"2026-04-25",488
5602,5602,"2026-04-25",488
171,171,"2026-04-26",489
26755,26755,"2026-04-26",489
16407,16407,"2026-04-27",490
5233,5233,"2026-04-27",490
8833,8833,"2026-04-27",490
28706,28706,"2026-04-27",490
14849,14849,"2026-04-28",491
5248,5248,"2026-04-28",491
4651,4651,"2026-04-28",491
24997,24997,"2026-04-28",491
21153,21153,"2026-04-29",492
10785,10785,"2026-04-29",492
14343,14343,"2026-04-29",492
4030,4030,"2026-04-29",492
2583,2583,"2026-04-29",492
12686,12686,"2026-04-29",492
12750,12750,"2026-04-29",492
4811,4811,"2026-04-29",492
21369,21369,"2026-04-29",492
23397,23397,"2026-04-29",492
4459,4459,"2026-04-30",493
7015,7015,"2026-05-01",494
18999,18999,"2026-05-01",494
12081,12081,"2026-05-01",494
8847,8847,"2026-05-01",494
16357,16357,"2026-05-01",494
15113,15113,"2026-05-01",494
8800,8800,"2026-05-02",495
30378,30378,"2026-05-02",495
26556,26556,"2026-05-02",495
2128,2128,"2026-05-03",496
20963,20963,"2026-05-03",496
7279,7279,"2026-05-03",496
23318,23318,"2026-05-03",496
3608,3608,"2026-05-03",496
11298,11298,"2026-05-03",496
24434,24434,"2026-05-04",497
32246,32246,"2026-05-04",497
28718,28718,"2026-05-04",497
32527,32527,"2026-05-04",497
28938,28938,"2026-05-04",497
21701,21701,"2026-05-04",497
26394,26394,"2026-05-04",497
11865,11865,"2026-05-04",497
29588,29588,"2026-05-04",497
5719,5719,"2026-05-04",497
22152,22152,"2026-05-05",498
2477,2477,"2026-05-05",498
18685,18685,"2026-05-05",498
10134,10134,"2026-05-05",498
8532,8532,"2026-05-05",498
21640,21640,"2026-05-06",499
14153,14153,"2026-05-06",499
21735,21735,"2026-05-06",499
17867,17867,"2026-05-06",499
7980,7980,"2026-05-06",499
1916,1916,"2026-05-07",500
2206,2206,"2026-05-07",500
8534,8534,"2026-05-07",500
16715,16715,"2026-05-07",500
23554,23554,"2026-05-08",501
23387,23387,"2026-05-08",501
18820,18820,"2026-05-08",501
32289,32289,"2026-05-08",501
11176,11176,"2026-05-08",501
5910,5910,"2026-05-08",501
30493,30493,"2026-05-09",502
23483,23483,"2026-05-09",502
10030,10030,"2026-05-09",502
9428,9428,"2026-05-09",502
9469,9469,"2026-05-10",503
24712,24712,"2026-05-10",503
7217,7217,"2026-05-10",503
27945,27945,"2026-05-11",504
27652,27652,"2026-05-11",504
8581,8581,"2026-05-11",504
19534,19534,"2026-05-11",504
1356,1356,"2026-05-12",505
28935,28935,"2026-05-12",505
16604,16604,"2026-05-12",505
32866,32866,"2026-05-12",505
17985,17985,"2026-05-12",505
13083,13083,"2026-05-12",505
8381,8381,"2026-05-12",505
3277,3277,"2026-05-12",505
2431,2431,"2026-05-13",506
2433,2433,"2026-05-13",506
23283,23283,"2026-05-13",506
32701,32701,"2026-05-14",507
10997,10997,"2026-05-14",507
26225,26225,"2026-05-14",507
22024,22024,"2026-05-14",507
30680,30680,"2026-05-14",507
2611,2611,"2026-05-14",507
26334,26334,"2026-05-15",508
21656,21656,"2026-05-15",508
7221,7221,"2026-05-15",508
16383,16383,"2026-05-15",508
31689,31689,"2026-05-15",508
31776,31776,"2026-05-15",508
18081,18081,"2026-05-15",508
30906,30906,"2026-05-16",509
16988,16988,"2026-05-16",509
15930,15930,"2026-05-17",510
5885,5885,"2026-05-17",510
22701,22701,"2026-05-17",510
28663,28663,"2026-05-18",511
15382,15382,"2026-05-18",511
654,654,"2026-05-18",511
28168,28168,"2026-05-19",512
14249,14249,"2026-05-19",512
30109,30109,"2026-05-19",512
2031,2031,"2026-05-19",512
33117,33117,"2026-05-19",512
11338,11338,"2026-05-19",512
24720,24720,"2026-05-20",513
12675,12675,"2026-05-20",513
6169,6169,"2026-05-20",513
32280,32280,"2026-05-20",513
33277,33277,"2026-05-21",514
7357,7357,"2026-05-21",514
4803,4803,"2026-05-21",514
9225,9225,"2026-05-21",514
9952,9952,"2026-05-21",514
20429,20429,"2026-05-21",514
9605,9605,"2026-05-21",514
18273,18273,"2026-05-22",515
22427,22427,"2026-05-22",515
18338,18338,"2026-05-22",515
10612,10612,"2026-05-23",516
11602,11602,"2026-05-23",516
6194,6194,"2026-05-23",516
29432,29432,"2026-05-23",516
21817,21817,"2026-05-23",516
6021,6021,"2026-05-23",516
10213,10213,"2026-05-23",516
19907,19907,"2026-05-23",516
9945,9945,"2026-05-23",516
21915,21915,"2026-05-24",517
11887,11887,"2026-05-24",517
11653,11653,"2026-05-25",518
31189,31189,"2026-05-25",518
31701,31701,"2026-05-25",518
30416,30416,"2026-05-26",519
7718,7718,"2026-05-26",519
19727,19727,"2026-05-26",519
32182,32182,"2026-05-26",519
17866,17866,"2026-05-26",519
21721,21721,"2026-05-26",519
1521,1521,"2026-05-26",519
8787,8787,"2026-05-27",520
16491,16491,"2026-05-27",520
18133,18133,"2026-05-28",521
11831,11831,"2026-05-28",521
513,513,"2026-05-28",521
9308,9308,"2026-05-28",521
